,Protein,Abundance,Sample,ID
7919,TAR DNA-binding protein 43 ,0,tetrahedron+cho PL,Q13148
7920,Immunoglobulin heavy variable 3-53 ,1,tetrahedron+cho PL,P01767
7921,Immunoglobulin heavy variable 4-30-4 ,1,tetrahedron+cho PL,P0DP06
7922,Immunoglobulin heavy variable 3-66 ,1,tetrahedron+cho PL,A0A0C4DH42
7923,Immunoglobulin kappa variable 1-12 ,1,tetrahedron+cho PL,A0A0C4DH73
7924,Immunoglobulin lambda variable 3-9 ,1,tetrahedron+cho PL,A0A075B6K5
7925,Immunoglobulin heavy variable 3-11 ,1,tetrahedron+cho PL,P01762
7926,Heat shock protein beta-1 ,1,tetrahedron+cho PL,P04792
7927,Immunoglobulin kappa variable 2-28 ,1,tetrahedron+cho PL,A0A075B6P5
7928,Immunoglobulin kappa variable 2D-26 ,1,tetrahedron+cho PL,A0A0A0MRZ7
7929,Immunoglobulin kappa variable 2D-28 ,1,tetrahedron+cho PL,P01615
7930,Immunoglobulin lambda constant 6 ,0,tetrahedron+cho PL,P0CF74
7931,Immunoglobulin lambda variable 3-25 ,1,tetrahedron+cho PL,P01717
7932,Immunoglobulin heavy variable 2-26 ,0,tetrahedron+cho PL,A0A0B4J1V2
7933,Immunoglobulin lambda variable 8-61 ,0,tetrahedron+cho PL,A0A075B6I0
7934,Leucine-rich alpha-2-glycoprotein ,0,tetrahedron+cho PL,P02750
7935,Cholesteryl ester transfer protein ,1,tetrahedron+cho PL,P11597
7936,Immunoglobulin kappa variable 6D-21 ,0,tetrahedron+cho PL,A0A0A0MT36
7937,Immunoglobulin lambda variable 2-18 ,0,tetrahedron+cho PL,A0A075B6J9
7938,Immunoglobulin heavy variable 4-28 ,1,tetrahedron+cho PL,A0A0C4DH34
7939,Immunoglobulin lambda variable 6-57 ,0,tetrahedron+cho PL,P01721
7940,SH3 and multiple ankyrin repeat domains protein 1 ,0,tetrahedron+cho PL,Q9Y566
7941,Apolipoprotein M ,0,tetrahedron+cho PL,O95445
7942,Adiponectin ,0,tetrahedron+cho PL,Q86V24
7943,Immunoglobulin heavy variable 1-24 ,0,tetrahedron+cho PL,A0A0C4DH33
7944,Uncharacterized protein ZSWIM9 ,0,tetrahedron+cho PL,Q86XI8
7945,Apolipoprotein A-II ,1,tetrahedron+cho PL,P02652
7946,Alpha-1-acid glycoprotein 2 ,0,tetrahedron+cho PL,P19652
7947,Immunoglobulin kappa variable 2-24 ,1,tetrahedron+cho PL,A0A0C4DH68
7948,Complement factor D ,0,tetrahedron+cho PL,P00746
7949,Immunoglobulin kappa variable 1D-16 ,0,tetrahedron+cho PL,P01601
7950,Immunoglobulin heavy variable 7-4-1 ,0,tetrahedron+cho PL,A0A0J9YVY3
7951,Beta-Ala-His dipeptidase ,1,tetrahedron+cho PL,Q96KN2
7952,Coagulation factor XIII A chain ,0,tetrahedron+cho PL,P00488
7953,Selenoprotein P ,0,tetrahedron+cho PL,P49908
7954,Coagulation factor IX ,1,tetrahedron+cho PL,P00740
7955,Transferrin receptor protein 1 ,0,tetrahedron+cho PL,P02786
7956,Probable non-functional immunoglobulin kappa variable 2D-24 ,1,tetrahedron+cho PL,A0A075B6R9
7957,Immunoglobulin lambda variable 1-51 ,0,tetrahedron+cho PL,P01701
7958,Pigment epithelium-derived factor ,0,tetrahedron+cho PL,P36955
7959,Immunoglobulin kappa variable 1-17 ,1,tetrahedron+cho PL,P01599
7960,Complement C1q subcomponent subunit C ,1,tetrahedron+cho PL,P02747
7961,Galectin-3-binding protein ,0,tetrahedron+cho PL,A6NE02
7962,Immunoglobulin kappa variable 2D-30 ,1,tetrahedron+cho PL,A0A075B6S6
7963,Immunoglobulin kappa variable 2D-29 ,1,tetrahedron+cho PL,A0A075B6S2
7964,Immunoglobulin kappa variable 2-29 ,1,tetrahedron+cho PL,A2NJV5
7965,Immunoglobulin kappa variable 1D-33 ,0,tetrahedron+cho PL,P01593
7966,Immunoglobulin kappa variable 1-33 ,0,tetrahedron+cho PL,P01594
7967,Immunoglobulin kappa variable 1D-8 ,0,tetrahedron+cho PL,A0A087WSZ0
7968,Coagulation factor XIII B chain ,0,tetrahedron+cho PL,P05160
7969,Immunoglobulin kappa variable 1-5 ,0,tetrahedron+cho PL,P01602
7970,Immunoglobulin kappa variable 2-30 ,1,tetrahedron+cho PL,P06310
7971,Immunoglobulin kappa variable 1-13 ,1,tetrahedron+cho PL,P0DP09
7972,Immunoglobulin kappa variable 1D-13 ,1,tetrahedron+cho PL,A0A0B4J2D9
7973,Complement C1s subcomponent ,1,tetrahedron+cho PL,P09871
7974,Complement C1q subcomponent subunit A ,0,tetrahedron+cho PL,P02745
7975,Immunoglobulin heavy variable 3-20 ,0,tetrahedron+cho PL,A0A0C4DH32
7976,Immunoglobulin lambda-like polypeptide 1 ,1,tetrahedron+cho PL,P15814
7977,Alpha-1-acid glycoprotein 1 ,1,tetrahedron+cho PL,P02763
7978,Complement component C7 ,1,tetrahedron+cho PL,P10643
7979,Immunoglobulin kappa variable 2-40 ,1,tetrahedron+cho PL,A0A087WW87
7980,Immunoglobulin kappa variable 2D-40 ,1,tetrahedron+cho PL,P01614
7981,Complement C1r subcomponent-like protein ,1,tetrahedron+cho PL,Q9NZP8
7982,Fibulin-1 ,1,tetrahedron+cho PL,P23142
7983,Protein AMBP ,1,tetrahedron+cho PL,P02760
7984,Zinc-alpha-2-glycoprotein ,1,tetrahedron+cho PL,P25311
7985,Immunoglobulin heavy variable 3-74 ,1,tetrahedron+cho PL,A0A0B4J1X5
7986,Ficolin-3 ,0,tetrahedron+cho PL,O75636
7987,Probable non-functional immunoglobulin kappa variable 3-7 ,1,tetrahedron+cho PL,A0A075B6H7
7988,Immunoglobulin heavy variable 3-43D ,1,tetrahedron+cho PL,P0DP04
7989,Complement C2 ,0,tetrahedron+cho PL,P06681
7990,Complement factor H-related protein 2 ,0,tetrahedron+cho PL,P36980
7991,Corticosteroid-binding globulin ,1,tetrahedron+cho PL,P08185
7992,Immunoglobulin heavy variable 3-30-3 ,1,tetrahedron+cho PL,P0DP02
7993,Serum paraoxonase/arylesterase 1 ,1,tetrahedron+cho PL,P27169
7994,Immunoglobulin heavy variable 3-33 ,1,tetrahedron+cho PL,P01772
7995,Immunoglobulin heavy variable 3-21 ,1,tetrahedron+cho PL,A0A0B4J1V1
7996,Lumican ,1,tetrahedron+cho PL,P51884
7997,Coagulation factor XII ,0,tetrahedron+cho PL,P00748
7998,Immunoglobulin heavy variable 3-72 ,0,tetrahedron+cho PL,A0A0B4J1Y9
7999,Thyroxine-binding globulin ,1,tetrahedron+cho PL,P05543
8000,Inter-alpha-trypsin inhibitor heavy chain H2 ,1,tetrahedron+cho PL,P19823
8001,Complement factor I ,1,tetrahedron+cho PL,P05156
8002,Alpha-2-antiplasmin ,1,tetrahedron+cho PL,P08697
8003,Plasma protease C1 inhibitor ,1,tetrahedron+cho PL,P05155
8004,Vitamin K-dependent protein S ,1,tetrahedron+cho PL,P07225
8005,Collagen alpha-1(XII) chain ,0,tetrahedron+cho PL,Q99715
8006,Immunoglobulin lambda constant 7 ,0,tetrahedron+cho PL,A0M8Q6
8007,ITIH4 protein ,1,tetrahedron+cho PL,Q14624
8008,Alpha-1-antichymotrypsin ,1,tetrahedron+cho PL,P01011
8009,Hemopexin ,1,tetrahedron+cho PL,P02790
8010,Complement C4-B ,1,tetrahedron+cho PL,P0C0L5
8011,Alpha-1-antitrypsin ,1,tetrahedron+cho PL,P20848
8012,Immunoglobulin heavy constant gamma 1 ,1,tetrahedron+cho PL,P01857
8013,Thrombospondin-1 ,1,tetrahedron+cho PL,P07996
8014,Apolipoprotein F ,1,tetrahedron+cho PL,Q13790
8015,Immunoglobulin heavy variable 1-3 ,1,tetrahedron+cho PL,A0A0C4DH29
8016,Apolipoprotein B-100 ,1,tetrahedron+cho PL,P04114
8017,Plasma serine protease inhibitor ,1,tetrahedron+cho PL,P05154
8018,Immunoglobulin J chain ,1,tetrahedron+cho PL,P01591
8019,Apolipoprotein L1 ,1,tetrahedron+cho PL,O14791
8020,Phosphatidylcholine-sterol acyltransferase ,1,tetrahedron+cho PL,P04180
8021,Protein Z-dependent protease inhibitor ,1,tetrahedron+cho PL,Q9UK55
8022,Complement component C9 ,1,tetrahedron+cho PL,P02748
8023,Immunoglobulin heavy variable 3-7 ,1,tetrahedron+cho PL,P01780
8024,CD5 antigen-like ,1,tetrahedron+cho PL,O43866
8025,Immunoglobulin lambda variable 3-10 ,0,tetrahedron+cho PL,A0A075B6K4
8026,Probable non-functional immunoglobulinn kappa variable 1D-37 ,1,tetrahedron+cho PL,P0DSN7
8027,Probable non-functional immunoglobulinn kappa variable 1-37 ,1,tetrahedron+cho PL,A0A075B6S9
8028,Fetuin-B ,1,tetrahedron+cho PL,Q9UGM5
8029,Immunoglobulin heavy variable 1-8 ,1,tetrahedron+cho PL,P0DP01
8030,Carboxypeptidase B2 ,1,tetrahedron+cho PL,Q96IY4
8031,Phospholipid transfer protein ,1,tetrahedron+cho PL,P55058
8032,Immunoglobulin kappa variable 3-20 ,0,tetrahedron+cho PL,P01619
8033,Immunoglobulin heavy variable 1-46 ,1,tetrahedron+cho PL,P01743
8034,Haptoglobin ,1,tetrahedron+cho PL,P00738
8035,Immunoglobulin heavy variable 1-2 ,1,tetrahedron+cho PL,P23083
8036,Immunoglobulin heavy variable 1-69D ,1,tetrahedron+cho PL,A0A0B4J2H0
8037,Immunoglobulin kappa variable 1-6 ,1,tetrahedron+cho PL,A0A0C4DH72
8038,Gelsolin ,1,tetrahedron+cho PL,P06396
8039,Serum amyloid P-component ,1,tetrahedron+cho PL,P02743
8040,Immunoglobulin kappa variable 3-11 ,1,tetrahedron+cho PL,P04433
8041,Complement subcomponent C1r ,1,tetrahedron+cho PL,P00736
8042,Lipopolysaccharide-binding protein ,1,tetrahedron+cho PL,P18428
8043,Immunoglobulin lambda variable 3-27 ,0,tetrahedron+cho PL,P01718
8044,Immunoglobulin heavy variable 1-18 ,1,tetrahedron+cho PL,A0A0C4DH31
8045,Beta-2-glycoprotein 1 ,1,tetrahedron+cho PL,P02749
8046,Immunoglobulin kappa variable 1-39 ,1,tetrahedron+cho PL,P01597
8047,Immunoglobulin kappa variable 1D-39 ,1,tetrahedron+cho PL,P04432
8048,Vitronectin ,1,tetrahedron+cho PL,P04004
8049,Kininogen-1 ,1,tetrahedron+cho PL,P01042
8050,Hepatocyte growth factor activator ,1,tetrahedron+cho PL,Q04756
8051,Immunoglobulin heavy variable 3-23 ,1,tetrahedron+cho PL,P01764
8052,Hyaluronan-binding protein 2 ,1,tetrahedron+cho PL,Q14520
8053,Immunoglobulin heavy constant alpha 1 ,1,tetrahedron+cho PL,P01876
8054,Plasma kallikrein ,1,tetrahedron+cho PL,P03952
8055,Angiotensinogen ,1,tetrahedron+cho PL,P01019
8056,Alpha-2-HS-glycoprotein ,1,tetrahedron+cho PL,P02765
8057,Complement component C6 ,1,tetrahedron+cho PL,P13671
8058,Immunoglobulin kappa variable 3D-20 ,0,tetrahedron+cho PL,A0A0C4DH25
8059,Immunoglobulin heavy constant mu ,1,tetrahedron+cho PL,P01871
8060,Immunoglobulin heavy variable 3-15 ,0,tetrahedron+cho PL,A0A0B4J1V0
8061,Immunoglobulin kappa variable 1-27 ,1,tetrahedron+cho PL,A0A075B6S5
8062,C4b-binding protein alpha chain ,1,tetrahedron+cho PL,P04003
8063,Plasminogen ,1,tetrahedron+cho PL,Q15195
8064,Immunoglobulin kappa variable 1-8 ,1,tetrahedron+cho PL,A0A0C4DH67
8065,Carboxypeptidase N subunit 2 ,1,tetrahedron+cho PL,P22792
8066,Immunoglobulin lambda variable 1-47 ,1,tetrahedron+cho PL,P01700
8067,Immunoglobulin kappa variable 1-16 ,1,tetrahedron+cho PL,P04430
8068,Complement factor B ,1,tetrahedron+cho PL,P00751
8069,Fibronectin ,1,tetrahedron+cho PL,Q9H6D8
8070,Immunoglobulin lambda constant 3 ,1,tetrahedron+cho PL,P0DOY3
8071,Immunoglobulin heavy variable 4-38-2 ,1,tetrahedron+cho PL,P0DP08
8072,Immunoglobulin heavy variable 3-9 ,1,tetrahedron+cho PL,P01782
8073,Immunoglobulin kappa variable 3D-7 ,0,tetrahedron+cho PL,A0A0C4DH55
8074,Immunoglobulin heavy variable 4-4 ,1,tetrahedron+cho PL,A0A075B6R2
8075,Prothrombin ,1,tetrahedron+cho PL,P00734
8076,Kallistatin ,1,tetrahedron+cho PL,P29622
8077,Complement component C8 beta chain ,1,tetrahedron+cho PL,P07358
8078,Apolipoprotein D ,1,tetrahedron+cho PL,P05090
8079,Immunoglobulin lambda constant 2 ,1,tetrahedron+cho PL,P0DOY2
8080,Haptoglobin-related protein ,1,tetrahedron+cho PL,P00739
8081,N-acetylmuramoyl-L-alanine amidase ,1,tetrahedron+cho PL,Q96PD5
8082,Immunoglobulin lambda variable 3-21 ,1,tetrahedron+cho PL,P80748
8083,Antithrombin-III ,1,tetrahedron+cho PL,P01008
8084,Heparin cofactor 2 ,1,tetrahedron+cho PL,P05546
8085,Complement C3 ,1,tetrahedron+cho PL,P01024
8086,Immunoglobulin heavy variable 4-39 ,1,tetrahedron+cho PL,P01824
8087,Immunoglobulin heavy constant gamma 4 ,1,tetrahedron+cho PL,P01861
8088,Immunoglobulin heavy constant alpha 2 ,1,tetrahedron+cho PL,P01877
8089,Immunoglobulin heavy constant delta ,1,tetrahedron+cho PL,P01880
8090,Ceruloplasmin ,1,tetrahedron+cho PL,P00450
8091,Complement factor H ,1,tetrahedron+cho PL,P08603
8092,Vitamin D-binding protein ,1,tetrahedron+cho PL,P02774
8093,Alpha-1B-glycoprotein ,1,tetrahedron+cho PL,P04217
8094,Complement C5 ,1,tetrahedron+cho PL,P01031
8095,Insulin-like growth factor-binding protein complex acid labile subunit ,1,tetrahedron+cho PL,P35858
8096,Immunoglobulin kappa variable 3-15 ,0,tetrahedron+cho PL,P01624
8097,Immunoglobulin kappa constant ,1,tetrahedron+cho PL,P01834
8098,Immunoglobulin lambda constant 1 ,1,tetrahedron+cho PL,P0CG04
8099,Immunoglobulin lambda-like polypeptide 5 ,1,tetrahedron+cho PL,B9A064
8100,Immunoglobulin heavy constant gamma 3 ,1,tetrahedron+cho PL,P01860
8101,Complement C1q subcomponent subunit B ,1,tetrahedron+cho PL,P02746
8102,Immunoglobulin heavy variable 3-13 ,1,tetrahedron+cho PL,P01766
8103,Complement component C8 alpha chain ,1,tetrahedron+cho PL,P07357
8104,Albumin ,1,tetrahedron+cho PL,P02768
8105,Immunoglobulin heavy variable 3/,1,tetrahedron+cho PL,A0A0A0MS15
8106,Inter-alpha-trypsin inhibitor heavy chain H1 ,1,tetrahedron+cho PL,P19827
8107,Afamin ,1,tetrahedron+cho PL,P43652
8108,Immunoglobulin kappa variable 4-1 ,1,tetrahedron+cho PL,P06312
8109,Histidine-rich glycoprotein ,1,tetrahedron+cho PL,P04196
8110,Immunoglobulin heavy variable 5-51 ,1,tetrahedron+cho PL,A0A0C4DH38
8111,Immunoglobulin heavy constant gamma 2 ,1,tetrahedron+cho PL,P01859
8112,Complement C4-A ,1,tetrahedron+cho PL,P0C0L4
8113,Serotransferrin ,1,tetrahedron+cho PL,P02787
8114,Alpha-2-macroglobulin ,1,tetrahedron+cho PL,P01023
8115,Clusterin ,1,tile,Q15846
8116,Apolipoprotein E ,1,tile,P02649
8117,Actin  cytoplasmic 2 ,1,tile,P63261
8118,Heat shock cognate 71 kDa protein ,1,tile,P11142
8119,Annexin ,1,tile,O76027
8120,Glyceraldehyde-3-phosphate dehydrogenase ,1,tile,O14556
8121,Actin  cytoplasmic 1 ,1,tile,P60709
8122,Heterogeneous nuclear ribonucleoproteins C1/C2 ,1,tile,P07910
8123,Polyubiquitin-C ,1,tile,P0CG48
8124,40S ribosomal protein SA ,1,tile,A0A8I5KQE6
8125,Tubulin alpha-1A chain ,1,tile,Q71U36
8126,Tubulin alpha-1B chain ,1,tile,P68363
8127,Cathepsin D ,1,tile,P07339
8128,Corneodesmosin ,1,tile,Q15517
8129,Histone H2A ,1,tile,P04908
8130,Desmoplakin ,1,tile,P14923
8131,Histone H3 ,1,tile,P68431
8132,Arginase-1 ,1,tile,P05089
8133,Coagulation factor V ,1,tile,P12259
8134,Heterogeneous nuclear ribonucleoprotein U ,1,tile,Q1KMD3
8135,Heat shock protein HSP 90-alpha ,1,tile,Q14568
8136,Histone H1.2 ,1,tile,P16403
8137,Tubulin alpha-1C chain ,1,tile,Q9BQE3
8138,Tubulin alpha chain ,1,tile,A6NHL2
8139,Dipeptidyl peptidase 1 ,1,tile,P53634
8140,Histone H2B type 2-F ,1,tile,Q5QNW6
8141,Cofilin-1 ,1,tile,P23528
8142,Polyubiquitin-B ,1,tile,P0CG47
8143,ATP synthase subunit alpha  mitochondrial ,1,tile,P25705
8144,Annexin A2 ,1,tile,A6NMY6
8145,Desmocollin-1 ,1,tile,Q08554
8146,Dermokine ,1,tile,Q6E0U4
8147,Histone H4 ,1,tile,P62805
8148,Histone H1.5 ,1,tile,P16401
8149,Heat shock protein HSP 90-beta ,1,tile,Q58FF6
8150,Histone H3.3 ,1,tile,P84243
8151,Tubulin beta chain ,1,tile,P07437
8152,Histone H1.3 ,1,tile,P16402
8153,Histone H1.4 ,1,tile,P10412
8154,Histone H2A type 2-B ,1,tile,Q8IUE6
8155,Heat shock protein 75 kDa  mitochondrial ,1,tile,Q12931
8156,Filaggrin-2 ,1,tile,Q5D862
8157,Alpha-enolase ,1,tile,P06733
8158,Lysozyme C ,1,tile,P61626
8159,Histone H2B ,1,tile,P06899
8160,Histone H2B type 1-C/E/F/G/I ,1,tile,P62807
8161,Histone H2B type 1-D ,1,tile,P58876
8162,Histone H2B type 1-H ,1,tile,Q93079
8163,Histone H2B type 1-L ,1,tile,Q99880
8164,Histone H2B type 1-M ,1,tile,Q99879
8165,Histone H2B type 1-N ,1,tile,Q99877
8166,Histone H2B type 1-K ,1,tile,O60814
8167,Histone H2B type F-S ,1,tile,P57053
8168,Immunoglobulin kappa variable 3D-11 ,1,tile,A0A0A0MRZ8
8169,Apolipoprotein C-III ,1,tile,P02656
8170,Dermcidin ,1,tile,P81605
8171,Ubiquitin-60S ribosomal protein L40 ,1,tile,P62987
8172,Cofilin-2 ,1,tile,Q9Y281
8173,L-lactate dehydrogenase A chain ,1,tile,P00338
8174,C-reactive protein ,1,tile,P02741
8175,Hornerin ,1,tile,Q86YZ3
8176,Protein POF1B,1,tile,Q8WVV4
8177,Histone H3.1t ,1,tile,Q16695
8178,Histone H3.2 ,1,tile,Q71DI3
8179,60S ribosomal protein L7a ,1,tile,P62424
8180,BRI3-binding protein ,1,tile,Q8WY22
8181,Heterogeneous nuclear ribonucleoprotein C-like 2 ,1,tile,B2RXH8
8182,Ubiquitin-40S ribosomal protein S27a ,1,tile,P62979
8183,Apolipoprotein(a) ,1,tile,P02647
8184,60 kDa heat shock protein  mitochondrial ,1,tile,P10809
8185,Histone H2AX ,1,tile,P16104
8186,Histone H2A type 1-D ,1,tile,P20671
8187,Histone H2A type 1 ,1,tile,Q99878
8188,Beta-actin-like protein 2 ,1,tile,Q562R1
8189,Histone H2A type 1-H ,1,tile,Q96KK5
8190,Histone H2A type 2-A ,1,tile,Q6FI13
8191,Histone H2A type 2-C ,1,tile,Q16777
8192,Histone H2A type 1-C ,1,tile,Q93077
8193,Histone H2A.J ,1,tile,Q9BTM1
8194,Histone H2A type 3 ,1,tile,Q7L7L0
8195,Peptidyl-prolyl cis-trans isomerase ,1,tile,Q5VVH2
8196,Peptidyl-prolyl cis-trans isomerase A ,1,tile,P62937
8197,Histone H2A type 1-A ,1,tile,Q96QV6
8198,Immunoglobulin heavy variable 3-64D ,1,tile,A0A0J9YX35
8199,Heterogeneous nuclear ribonucleoprotein C-like 4 ,1,tile,P0DMR1
8200,Desmoglein-1 ,1,tile,Q02413
8201,Lipocalin-1 ,1,tile,Q5VSP4
8202,Galectin-7 ,1,tile,P47929
8203,Proteasome subunit alpha type ,1,tile,Q8TAA3
8204,Plastin-2 ,1,tile,P13796
8205,T-complex protein 1 subunit delta ,1,tile,P50991
8206,Elongation factor 1-gamma ,1,tile,P26641
8207,HCG2029799 ,1,tile,Q5TEH5
8208,ATPase family AAA domain-containing protein 2B ,1,tile,Q9ULI0
8209,Nucleoprotein TPR ,1,tile,P12270
8210,Peroxiredoxin-1 ,1,tile,Q06830
8211,60S ribosomal protein L6 ,1,tile,Q02878
8212,Heterogeneous nuclear ribonucleoprotein C-like 1 ,1,tile,O60812
8213,Heterogeneous nuclear ribonucleoprotein C-like 3 ,1,tile,B7ZW38
8214,Probable non-functional immunoglobulin heavy variable 3-16 ,1,tile,A0A0C4DH30
8215,Triosephosphate isomerase ,1,tile,P60174
8216,60S ribosomal protein L11 ,1,tile,P62913
8217,Plakophilin-1 ,1,tile,Q13835
8218,Sarcosine dehydrogenase  mitochondrial ,1,tile,Q9UL12
8219,Proteasome subunit alpha type-6 ,1,tile,P60900
8220,60S ribosomal protein L7 ,1,tile,P18124
8221,Immunoglobulin heavy variable 3-48 ,1,tile,P01763
8222,Apolipoprotein A-IV ,1,tile,P06727
8223,Catalase ,1,tile,P04040
8224,Peroxiredoxin-2 ,1,tile,P32119
8225,Elongation factor 2 ,1,tile,P13639
8226,Immunoglobulin heavy variable 5-10-1 ,1,tile,A0A0J9YXX1
8227,ELAV-like protein 1 ,1,tile,Q15717
8228,Immunoglobulin heavy variable 3-30-5 ,1,tile,P0DP03
8229,40S ribosomal protein S21 ,0,tile,P63220
8230,40S ribosomal protein S25 ,0,tile,P62851
8231,40S ribosomal protein S6 ,0,tile,P62753
8232,Alpha-amylase 2B ,0,tile,P19961
8233,Aspartate aminotransferase  cytoplasmic ,0,tile,P17174
8234,ATP synthase F(0) complex subunit C3  mitochondrial ,0,tile,P48201
8235,C4b-binding protein beta chain ,0,tile,P20851
8236,Calpain-1 catalytic subunit ,0,tile,P07384
8237,Coiled-coil domain-containing protein 174 ,0,tile,Q6PII3
8238,Cytosolic 5'-nucleotidase 3A ,0,tile,Q9H0P0
8239,Disco-interacting protein 2 homolog B ,1,tile,Q9P265
8240,DNA repair protein REV1 ,0,tile,Q9UBZ9
8241,Double-stranded RNA-specific editase 1 ,0,tile,P78563
8242,Dual specificity protein phosphatase CDC14A ,0,tile,Q9UNH5
8243,Filamin-C ,0,tile,Q14315
8244,Glucosylceramide transporter ABCA12 ,0,tile,Q86UK0
8245,Heat shock 70kDa protein 9B (Mortalin-2) ,0,tile,H0Y8K0
8246,Kinesin-like protein KIF21A ,1,tile,Q7Z4S6
8247,MICAL-like protein 1 ,0,tile,Q8N3F8
8248,Myosin-9 ,0,tile,P35579
8249,Nephrocystin-4 ,1,tile,O75161
8250,Non-histone chromosomal protein HMG-17 ,0,tile,P05204
8251,Partitioning defective 3 homolog ,1,tile,Q8TEW0
8252,PAX-interacting protein 1 ,0,tile,Q6ZW49
8253,Phosphatidylinositol 3 4 5-trisphosphate-dependent Rac exchanger 1 protein ,0,tile,Q8TCU6
8254,Protein FAM83G ,0,tile,A6ND36
8255,Protein phosphatase 1 regulatory inhibitor subunit 16B ,0,tile,Q96T49
8256,Serpin B12 ,0,tile,Q96P63
8257,SKI/DACH domain-containing protein 1 ,0,tile,Q1XH10
8258,Small ubiquitin-related modifier 2 ,0,tile,P61956
8259,Transketolase ,0,tile,P51854
8260,Transthyretin ,0,tile,P02766
8261,Tryptophan--tRNA ligase  ,0,tile,Q9UGM6
8262,Tyrosine-protein kinase ABL1 ,0,tile,P00519
8263,Tyrosine-protein kinase ABL2 ,0,tile,P42684
8264,Zinc finger protein 445 ,0,tile,P59923
8265,Zinc finger protein castor homolog 1 ,0,tile,Q86V15
8266,Adapter SH3BGRL ,0,tile,O75368
8267,ATP-binding cassette sub-family F member 1 ,0,tile,Q8NE71
8268,Clathrin heavy chain 2 ,0,tile,P53675
8269,Cohesin subunit SA-3 ,0,tile,Q9UJ98
8270,Histone H2B type 1-A ,0,tile,Q96A08
8271,Histone H2B type 2-K1 ,0,tile,A0A2R8Y619
8272,Midasin ,0,tile,Q9NU22
8273,POTE ankyrin domain family member F,0,tile,A5A3E0
8274,Phosphate carrier protein  mitochondrial ,0,tile,Q00325
8275,Protein Shroom2 ,0,tile,Q13796
8276,Protein-glutamine gamma-glutamyltransferase K ,0,tile,P22735
8277,Pyruvate kinase PKM ,0,tile,P14618
8278,Small proline-rich protein 2G ,0,tile,Q9BYE4
8279,Small ubiquitin-related modifier 3 ,0,tile,P55854
8280,Suprabasin ,0,tile,Q6UWP8
8281,Syndetin ,0,tile,Q96JG6
8282,Tubulin alpha-3D chain ,0,tile,P0DPH8
8283,Ubiquitin carboxyl-terminal hydrolase 32 ,0,tile,Q8NFA0
8284,Vesicle-fusing ATPase ,0,tile,P46459
8285,Vimentin ,0,tile,P08670
8286,Alpha-fetoprotein ,0,tile,P02771
8287,Coagulation factor X ,0,tile,P00742
8288,Immunoglobulin lambda variable 9-49 ,0,tile,A0A0B4J1Y8
8289,10 kDa heat shock protein  mitochondrial ,0,tile,P61604
8290,Adenosylhomocysteinase ,0,tile,P23526
8291,Diphosphoinositol polyphosphate phosphohydrolase 2 ,0,tile,Q9NZJ9
8292,Dynein axonemal heavy chain 1 ,0,tile,Q9P2D7
8293,GTP-binding nuclear protein Ran ,0,tile,P62826
8294,HCG40295 ,0,tile,F6WE04
8295,Heat shock 70 kDa protein 6 ,0,tile,P17066
8296,Histone acetyltransferase KAT6B ,0,tile,Q8WYB5
8297,Isocitrate dehydrogenase [NAD] subunit alpha  mitochondrial ,0,tile,P50213
8298,Isocitrate dehydrogenase [NADP] cytoplasmic ,0,tile,O75874
8299,Nebulin ,0,tile,P20929
8300,Prohibitin ,0,tile,P35232
8301,Protein disulfide-isomerase A3 ,0,tile,P30101
8302,Protein FAM135A ,0,tile,Q9P2D6
8303,Ras-related protein Rab-5A ,0,tile,P20339
8304,Talin-2 ,0,tile,Q9Y4G6
8305,C1q domain-containing protein,0,tile,Q6IMN6
8306,Retinol-binding protein 4 ,0,tile,P02753
8307,IgGFc-binding protein ,0,tile,Q9Y6R7
8308,Glial fibrillary acidic protein  ,0,tile,P14136
8309,HAUS augmin-like complex subunit 3 ,0,tile,Q68CZ6
8310,Heat shock 70 kDa protein 1A ,0,tile,P0DMV8
8311,Histone H2B type 3-B ,1,tile,Q8N257
8312,Immunoglobulin lambda variable 1-44 ,0,tile,P01699
8313,Interleukin-1 receptor accessory protein ,0,tile,Q9NZN1
8314,Protein S100-A7 ,0,tile,P31151
8315,Tumor protein D52 ,0,tile,P55327
8316,Zinc finger MYND domain-containing protein 11 ,0,tile,Q15326
8317,Aspartate aminotransferase  mitochondrial ,0,tile,P00505
8318,ATP synthase F(0) complex subunit C1  mitochondrial ,0,tile,P05496
8319,ATP synthase F(0) complex subunit C2  mitochondrial ,0,tile,Q06055
8320,ATP-binding cassette sub-family G member 4 ,1,tile,Q9H172
8321,Chondroitin sulfate synthase 3 ,0,tile,Q70JA7
8322,Fibrinogen beta chain ,0,tile,P02675
8323,Fructose-bisphosphate aldolase A ,0,tile,P04075
8324,Gamma-enolase ,0,tile,P09104
8325,Histone H2B type 1-B ,1,tile,P33778
8326,Histone H2B type 2-E ,1,tile,Q16778
