,Protein,Abundance,Sample
9820,Lysozyme C ,1,tube PL
9821,Histone H2B ,1,tube PL
9822,Histone H2B type 1-C/E/F/G/I ,1,tube PL
9823,Histone H2B type 1-D ,1,tube PL
9824,Histone H2B type 1-H ,1,tube PL
9825,Histone H2B type 1-L ,1,tube PL
9826,Histone H2B type 1-M ,1,tube PL
9827,Histone H2B type 1-N ,1,tube PL
9828,Histone H2B type 1-K ,1,tube PL
9829,Histone H2B type F-S ,1,tube PL
9830,Immunoglobulin kappa variable 3D-11 ,1,tube PL
9831,Apolipoprotein C-III ,1,tube PL
9832,Dermcidin ,1,tube PL
9833,Ubiquitin-60S ribosomal protein L40 ,1,tube PL
9834,Cofilin-2 ,1,tube PL
9835,L-lactate dehydrogenase A chain ,1,tube PL
9836,C-reactive protein ,1,tube PL
9837,Hornerin ,1,tube PL
9838,Protein POF1B,1,tube PL
9839,Phosphopyruvate hydratase ,1,tube PL
9840,Histone H3.1 ,1,tube PL
9841,Histone H3.1t ,1,tube PL
9842,Histone H3.2 ,1,tube PL
9843,60S ribosomal protein L7a ,1,tube PL
9844,BRI3-binding protein ,1,tube PL
9845,Heterogeneous nuclear ribonucleoprotein C-like 2 ,1,tube PL
9846,Ubiquitin-40S ribosomal protein S27a ,1,tube PL
9847,Apolipoprotein(a) ,1,tube PL
9848,60 kDa heat shock protein  mitochondrial ,1,tube PL
9849,Histone H2AX ,1,tube PL
9850,Histone H2A type 1-D ,1,tube PL
9851,Histone H2A type 1 ,1,tube PL
9852,Histone H2A type 1-B/E ,1,tube PL
9853,Beta-actin-like protein 2 ,1,tube PL
9854,Histone H2A type 1-H ,1,tube PL
9855,Histone H2A type 2-A ,1,tube PL
9856,Histone H2A type 2-C ,1,tube PL
9857,Histone H2A type 1-C ,1,tube PL
9858,Histone H2A.J ,1,tube PL
9859,Histone H2A type 3 ,1,tube PL
9860,Peptidyl-prolyl cis-trans isomerase ,1,tube PL
9861,Peptidyl-prolyl cis-trans isomerase A ,1,tube PL
9862,Histone H2A type 1-A ,1,tube PL
9863,Histone H2A type 1-J ,1,tube PL
9864,Immunoglobulin heavy variable 3-64D ,1,tube PL
9865,Heterogeneous nuclear ribonucleoprotein C-like 4 ,1,tube PL
9866,Desmoglein-1 ,1,tube PL
9867,Lipocalin-1 ,1,tube PL
9868,Galectin-7 ,1,tube PL
9869,Putative lipocalin 1-like protein 1 ,1,tube PL
9870,Proteasome subunit alpha type ,1,tube PL
9871,Plastin-2 ,1,tube PL
9872,T-complex protein 1 subunit delta ,1,tube PL
9873,Elongation factor 1-gamma ,1,tube PL
9874,HCG2029799 ,1,tube PL
9875,ATPase family AAA domain-containing protein 2B ,1,tube PL
9876,Nucleoprotein TPR ,1,tube PL
9877,Peroxiredoxin-1 ,1,tube PL
9878,60S ribosomal protein L6 ,1,tube PL
9879,Heterogeneous nuclear ribonucleoprotein C-like 1 ,1,tube PL
9880,Heterogeneous nuclear ribonucleoprotein C-like 3 ,1,tube PL
9881,Probable non-functional immunoglobulin heavy variable 3-16 ,1,tube PL
9882,Triosephosphate isomerase ,1,tube PL
9883,60S ribosomal protein L11 ,1,tube PL
9884,Plakophilin-1 ,1,tube PL
9885,Sarcosine dehydrogenase  mitochondrial ,1,tube PL
9886,Proteasome subunit alpha type-6 ,1,tube PL
9887,60S ribosomal protein L7 ,1,tube PL
9888,Immunoglobulin heavy variable 3-48 ,0,tube PL
9889,Apolipoprotein A-IV ,1,tube PL
9890,Catalase ,1,tube PL
9891,Peroxiredoxin-2 ,1,tube PL
9892,Elongation factor 2 ,1,tube PL
9893,Immunoglobulin heavy variable 5-10-1 ,1,tube PL
9894,ELAV-like protein 1 ,1,tube PL
9895,Immunoglobulin heavy variable 3-30-5 ,1,tube PL
9896,Immunoglobulin heavy variable 3-30 ,1,tube PL
9897,40S ribosomal protein S21 ,0,tube PL
9898,40S ribosomal protein S25 ,0,tube PL
9899,40S ribosomal protein S6 ,0,tube PL
9900,Alpha-amylase 2B ,0,tube PL
9901,Aspartate aminotransferase  cytoplasmic ,0,tube PL
9902,ATP synthase F(0) complex subunit C3  mitochondrial ,0,tube PL
9903,ATPase family AAA domain-containing protein 2B  ,0,tube PL
9904,C4b-binding protein beta chain ,0,tube PL
9905,Calpain-1 catalytic subunit ,0,tube PL
9906,Coiled-coil domain-containing protein 174 ,0,tube PL
9907,Cytosolic 5'-nucleotidase 3A ,0,tube PL
9908,Disco-interacting protein 2 homolog B ,0,tube PL
9909,DNA repair protein REV1 ,0,tube PL
9910,Double-stranded RNA-specific editase 1 ,0,tube PL
9911,Dual specificity protein phosphatase CDC14A ,0,tube PL
9912,Filamin-C ,0,tube PL
9913,Glucosylceramide transporter ABCA12 ,0,tube PL
9914,Heat shock 70kDa protein 9B (Mortalin-2) ,0,tube PL
9915,Kinesin-like protein KIF21A ,0,tube PL
9916,MICAL-like protein 1 ,0,tube PL
9917,Myosin-9 ,0,tube PL
9918,Nephrocystin-4 ,0,tube PL
9919,Non-histone chromosomal protein HMG-17 ,1,tube PL
9920,Partitioning defective 3 homolog ,0,tube PL
9921,PAX-interacting protein 1 ,0,tube PL
9922,Phosphatidylinositol 3 4 5-trisphosphate-dependent Rac exchanger 1 protein ,0,tube PL
9923,Protein FAM83G ,0,tube PL
9924,Protein phosphatase 1 regulatory inhibitor subunit 16B ,0,tube PL
9925,Serpin B12 ,0,tube PL
9926,SKI/DACH domain-containing protein 1 ,0,tube PL
9927,Small ubiquitin-related modifier 2 ,0,tube PL
9928,Transketolase ,0,tube PL
9929,Transthyretin ,0,tube PL
9930,Tryptophan--tRNA ligase  ,0,tube PL
9931,Tyrosine-protein kinase ABL1 ,0,tube PL
9932,Tyrosine-protein kinase ABL2 ,0,tube PL
9933,Zinc finger protein 445 ,0,tube PL
9934,Zinc finger protein castor homolog 1 ,0,tube PL
9935,Adapter SH3BGRL ,0,tube PL
9936,ATP-binding cassette sub-family F member 1 ,0,tube PL
9937,Clathrin heavy chain 2 ,0,tube PL
9938,Cohesin subunit SA-3 ,0,tube PL
9939,Histone H2B type 1-A ,0,tube PL
9940,Histone H2B type 2-K1 ,0,tube PL
9941,Midasin ,0,tube PL
9942,POTE ankyrin domain family member F,0,tube PL
9943,Phosphate carrier protein  mitochondrial ,0,tube PL
9944,Polyadenylate-binding protein 1 ,0,tube PL
9945,Protein Shroom2 ,0,tube PL
9946,Protein-glutamine gamma-glutamyltransferase K ,0,tube PL
9947,Putative annexin A2-like protein ,0,tube PL
9948,Pyruvate kinase PKM ,0,tube PL
9949,Small proline-rich protein 2G ,0,tube PL
9950,Small ubiquitin-related modifier 3 ,0,tube PL
9951,Suprabasin ,0,tube PL
9952,Syndetin ,0,tube PL
9953,Tubulin alpha-3D chain ,0,tube PL
9954,Ubiquitin carboxyl-terminal hydrolase 32 ,0,tube PL
9955,Vesicle-fusing ATPase ,0,tube PL
9956,Vimentin ,0,tube PL
9957,Alpha-fetoprotein ,0,tube PL
9958,Coagulation factor X ,0,tube PL
9959,Immunoglobulin lambda variable 9-49 ,0,tube PL
9960,10 kDa heat shock protein  mitochondrial ,0,tube PL
9961,Adenosylhomocysteinase ,0,tube PL
9962,ATP synthase lipid-binding protein ,0,tube PL
9963,Citrate synthase  mitochondrial ,0,tube PL
9964,Diphosphoinositol polyphosphate phosphohydrolase 2 ,0,tube PL
9965,Dynein axonemal heavy chain 1 ,0,tube PL
9966,GTP-binding nuclear protein Ran ,0,tube PL
9967,HCG40295 ,0,tube PL
9968,Heat shock 70 kDa protein 6 ,0,tube PL
9969,Histone acetyltransferase KAT6B ,0,tube PL
9970,Isocitrate dehydrogenase [NAD] subunit alpha  mitochondrial ,0,tube PL
9971,Isocitrate dehydrogenase [NADP] cytoplasmic ,0,tube PL
9972,Nebulin ,0,tube PL
9973,Polyadenylate-binding protein 1-like ,0,tube PL
9974,Prohibitin ,0,tube PL
9975,Protein disulfide-isomerase A3 ,0,tube PL
9976,Protein FAM135A ,0,tube PL
9977,Ras-related protein Rab-5A ,0,tube PL
9978,Talin-2 ,0,tube PL
9979,C1q domain-containing protein,0,tube PL
9980,Retinol-binding protein ,0,tube PL
9981,Retinol-binding protein 4 ,0,tube PL
9982,IgGFc-binding protein ,0,tube PL
9983,Glial fibrillary acidic protein  ,0,tube PL
9984,HAUS augmin-like complex subunit 3 ,0,tube PL
9985,Heat shock 70 kDa protein 1A ,0,tube PL
9986,Histone H2B type 3-B ,0,tube PL
9987,Immunoglobulin lambda variable 1-44 ,0,tube PL
9988,Interleukin-1 receptor accessory protein ,0,tube PL
9989,Protein S100-A7 ,0,tube PL
9990,Tumor protein D52 ,0,tube PL
9991,Zinc finger MYND domain-containing protein 11 ,0,tube PL
9992,Aspartate aminotransferase  mitochondrial ,0,tube PL
9993,ATP synthase F(0) complex subunit C1  mitochondrial ,0,tube PL
9994,ATP synthase F(0) complex subunit C2  mitochondrial ,0,tube PL
9995,ATP-binding cassette sub-family G member 4 ,0,tube PL
9996,Chondroitin sulfate synthase 3 ,0,tube PL
9997,Fibrinogen beta chain ,0,tube PL
9998,Fructose-bisphosphate aldolase A ,0,tube PL
9999,Gamma-enolase ,0,tube PL
10000,Histone H2B type 1-,0,tube PL
10001,Histone H2B type 1-B ,0,tube PL
10002,Histone H2B type 2-E ,0,tube PL
10003,Immunoglobulin heavy variable 2-70D ,0,tube PL
10004,Immunoglobulin kappa joining 1 ,0,tube PL
10005,Microtubule-associated serine/threonine-protein kinase 3 ,0,tube PL
10006,POTE ankyrin domain family member I,0,tube PL
10007,Protein KIAA0100 ,0,tube PL
10008,Ras-related protein Rab-5C ,0,tube PL
10009,S-adenosylmethionine synthase ,0,tube PL
10010,Serine/arginine-rich splicing factor 3 ,0,tube PL
10011,Small nuclear ribonucleoprotein Sm D3 ,0,tube PL
10012,T-complex protein 1 subunit theta ,0,tube PL
10013,Calmodulin-like protein 5 ,0,tube PL
10014,Chloride intracellular channel protein 1 ,0,tube PL
10015,Histone H2B type 1-J ,0,tube PL
10016,Inactive pancreatic lipase-related protein 1 ,0,tube PL
10017,Methyl-CpG-binding domain protein 5 ,0,tube PL
10018,Myelin expression factor 2 ,0,tube PL
10019,Proline-rich protein 36 ,0,tube PL
10020,RPL22 ,0,tube PL
10021,Tubulin beta-4B chain ,0,tube PL
10022,Ubiquitin-protein ligase E3B ,0,tube PL
10023,Bridge-like lipid transfer protein family member 2  ,0,tube PL
10024,Dynein regulatory complex protein 10 ,0,tube PL
10025,Fructose-bisphosphate aldolase ,0,tube PL
10026,Glutamine synthetase ,0,tube PL
10027,Hypoxia-inducible factor 3-alpha ,0,tube PL
10028,Polyadenylate-binding protein ,0,tube PL
10029,Pyruvate kinase ,0,tube PL
10030,Ras-related protein Rab-5B ,0,tube PL
10031,SLIT-R,0,tube PL
10032,26S proteasome regulatory subunit 4 ,0,tube PL
10033,Aconitate hydratase  mitochondrial ,0,tube PL
10034,Endoplasmic reticulum chaperone BiP ,0,tube PL
10035,Hemoglobin subunit beta ,0,tube PL
10036,MAP kinase-activating death domain protein ,0,tube PL
10037,Myosin light polypeptide 6 ,0,tube PL
10038,Non-specific serine/threonine protein kinase ,0,tube PL
10039,Prolactin-inducible protein ,0,tube PL
10040,Rho family-interacting cell polarization regulator 1 ,0,tube PL
10041,Ribosome biogenesis protein SPATA5 ,0,tube PL
10042,Serpin B3 ,0,tube PL
10043,Tubby protein homolog ,0,tube PL
10044,Uncharacterized protein KIAA0825 ,0,tube PL
10045,Zymogen granule protein 16 homolog B ,0,tube PL
10046,Four and a half LIM domains protein 1  ,0,tube PL
10047,Immunoglobulin heavy variable 2-70 ,0,tube PL
10048,Mucin-19 ,0,tube PL
10049,Perilipin-3 ,0,tube PL
10050,Proline-serine-threonine phosphatase-interacting protein 2 ,0,tube PL
10051,Acyl-coenzyme A thioesterase 8 ,0,tube PL
10052,Cystatin-B ,0,tube PL
10053,Moesin ,0,tube PL
10054,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha ,0,tube PL
10055,Tubby-like protein ,0,tube PL
10056,Apolipoprotein C-II ,0,tube PL
10057,Beta-enolase ,0,tube PL
10058,Citrate synthase  ,0,tube PL
10059,Ezrin ,0,tube PL
10060,Nesprin-2 ,0,tube PL
10061,Protein unc-80 homolog ,0,tube PL
10062,Protocadherin Fat 4 ,0,tube PL
10063,Retroviral-like aspartic protease 1 ,0,tube PL
10064,Tryptophan--tRNA ligase  cytoplasmic ,0,tube PL
10065,Extracellular matrix protein 1 ,0,tube PL
10066,EH domain-binding protein 1-like protein 1 ,0,tube PL
10067,FERM and PDZ domain-containing protein 1 ,0,tube PL
10068,Sulfhydryl oxidase 1 ,0,tube PL
10069,Collagen alpha-2(XI) chain ,0,tube PL
10070,Glycine--tRNA ligase ,0,tube PL
10071,Protein SON,0,tube PL
10072,TSC22 domain family protein 2 ,0,tube PL
10073,Tubulin beta-8 chain ,0,tube PL
10074,Stress-70 protein  mitochondrial ,0,tube PL
10075,Dedicator of cytokinesis protein 1 ,0,tube PL
10076,Immunoglobulin heavy variable 3-73 ,0,tube PL
10077,Immunoglobulin heavy variable 3-64 ,0,tube PL
10078,Proline/serine-rich coiled-coil protein 1 ,0,tube PL
10079,SERPIN domain-containing protein  ,0,tube PL
10080,Deleted in malignant brain tumors 1 protein ,0,tube PL
10081,Immunoglobulin lambda variable 1-40 ,0,tube PL
10082,NCK-interacting protein with SH3 domain ,0,tube PL
10083,Submaxillary gland androgen-regulated protein 3B ,0,tube PL
10084,T-complex protein 1 subunit gamma ,0,tube PL
10085,Clathrin coat assembly protein AP180 ,0,tube PL
10086,78 kDa glucose-regulated protein ,0,tube PL
10087,Bleomycin hydrolase ,0,tube PL
10088,Immunoglobulin kappa variable 3D-15 ,0,tube PL
10089,Protein S100-A9 ,0,tube PL
10090,Immunoglobulin kappa variable 1/,0,tube PL
10091,Ras-related protein Rab-7a ,0,tube PL
10092,DNA replication licensing factor MCM4 ,0,tube PL
10093,Fibrinogen alpha chain ,0,tube PL
10094,Protein S100-A8 ,0,tube PL
10095,Fermitin family homolog 3 ,0,tube PL
10096,Fibrinogen gamma chain ,0,tube PL
10097,26S proteasome regulatory subunit 8 ,0,tube PL
10098,Propionyl-CoA carboxylase beta chain  mitochondrial ,0,tube PL
10099,Immunoglobulin kappa variable 6-21 ,0,tube PL
10100,14-3-3 protein zeta/delta ,0,tube PL
10101,Immunoglobulin lambda variable 3-19 ,0,tube PL
10102,POTE ankyrin domain family member E,0,tube PL
10103,Putative beta-actin-like protein 3 ,0,tube PL
10104,Protein disulfide-isomerase ,0,tube PL
10105,Phosphoglycerate kinase 1 ,0,tube PL
10106,Talin-1 ,0,tube PL
10107,Tetratricopeptide repeat protein 39A ,0,tube PL
10108,Complement component C8 gamma chain ,0,tube PL
10109,Profilin ,0,tube PL
10110,Profilin-1 ,0,tube PL
10111,Hemicentin-2 ,0,tube PL
10112,Eukaryotic initiation factor 4A-I ,0,tube PL
10113,Glutathione peroxidase 3 ,0,tube PL
10114,RNA helicase ,0,tube PL
10115,Glutathione S-transferase ,0,tube PL
10116,Glutathione S-transferase P ,0,tube PL
10117,GTP-binding protein SAR1a ,1,tube PL
10118,Immunoglobulin heavy variable 1-69 ,1,tube PL
10119,14-3-3 protein sigma ,0,tube PL
10120,60S ribosomal protein L22 ,0,tube PL
10121,ATP-binding cassette sub-family B member 5 ,0,tube PL
10122,Phosphatidylcholine translocator ABCB4 ,0,tube PL
10123,40S ribosomal protein S8 ,0,tube PL
10124,GTP-binding protein SAR1b ,1,tube PL
10125,Heterogeneous nuclear ribonucleoprotein A1 ,0,tube PL
10126,Tubulin beta-4A chain ,0,tube PL
10127,Immunoglobulin kappa variable 1-9 ,1,tube PL
10128,Dystonin ,0,tube PL
10129,Radixin ,0,tube PL
10130,BPI fold-containing family B member 1 ,1,tube PL
10131,Properdin ,0,tube PL
10132,Eukaryotic initiation factor 4A-II ,0,tube PL
10133,Probable non-functional immunoglobulin heavy variable 3-35 ,1,tube PL
10134,Immunoglobulin heavy variable 4-31 ,0,tube PL
10135,Immunoglobulin heavy variable 4-30-2 ,0,tube PL
10136,Elongation factor 1-delta ,0,tube PL
10137,Sushi domain-containing protein,0,tube PL
10138,ATP synthase subunit beta  ,1,tube PL
10139,Immunoglobulin kappa variable 1D-12 ,1,tube PL
10140,Immunoglobulin heavy variable 4-59 ,0,tube PL
10141,Immunoglobulin heavy variable 4-34 ,0,tube PL
10142,Immunoglobulin heavy variable 4-61 ,0,tube PL
10143,TAR DNA-binding protein 43 ,0,tube PL
10144,Immunoglobulin heavy variable 3-53 ,0,tube PL
10145,Immunoglobulin heavy variable 4-30-4 ,0,tube PL
10146,ATP synthase subunit beta  mitochondrial ,1,tube PL
10147,Immunoglobulin heavy variable 3-66 ,0,tube PL
10148,Immunoglobulin kappa variable 1-12 ,0,tube PL
10149,Immunoglobulin lambda variable 3-9 ,0,tube PL
10150,Immunoglobulin heavy variable 3-11 ,0,tube PL
10151,Heat shock protein beta-1 ,0,tube PL
10152,Immunoglobulin kappa variable 2-28 ,0,tube PL
10153,Immunoglobulin kappa variable 2D-26 ,0,tube PL
10154,Immunoglobulin kappa variable 2D-28 ,0,tube PL
10155,Immunoglobulin lambda constant 6 ,0,tube PL
10156,Immunoglobulin lambda variable 3-25 ,1,tube PL
10157,Immunoglobulin heavy variable 1/,0,tube PL
10158,Immunoglobulin heavy variable 2-26 ,0,tube PL
10159,Immunoglobulin lambda variable 8-61 ,0,tube PL
10160,Leucine-rich alpha-2-glycoprotein ,0,tube PL
10161,Cholesteryl ester transfer protein ,0,tube PL
10162,Immunoglobulin kappa variable 6D-21 ,0,tube PL
10163,Immunoglobulin lambda variable 2-18 ,0,tube PL
10164,Immunoglobulin heavy variable 4-28 ,0,tube PL
10165,Immunoglobulin lambda variable 6-57 ,0,tube PL
10166,SH3 and multiple ankyrin repeat domains protein 1 ,0,tube PL
10167,Apolipoprotein M ,0,tube PL
10168,Adiponectin ,0,tube PL
10169,Immunoglobulin heavy variable 1-24 ,0,tube PL
10170,Uncharacterized protein ZSWIM9 ,0,tube PL
10171,Apolipoprotein A-II ,0,tube PL
10172,Alpha-1-acid glycoprotein 2 ,0,tube PL
10173,Immunoglobulin kappa variable 2-24 ,0,tube PL
10174,Complement factor D ,0,tube PL
10175,Immunoglobulin kappa variable 1D-16 ,0,tube PL
10176,Immunoglobulin heavy variable 7-4-1 ,0,tube PL
10177,Beta-Ala-His dipeptidase ,0,tube PL
10178,Coagulation factor XIII A chain ,0,tube PL
10179,Selenoprotein P ,0,tube PL
10180,Coagulation factor IX ,0,tube PL
10181,Transferrin receptor protein 1 ,0,tube PL
10182,Probable non-functional immunoglobulin kappa variable 2D-24 ,0,tube PL
10183,Immunoglobulin lambda variable 1-51 ,0,tube PL
10184,Pigment epithelium-derived factor ,0,tube PL
10185,Immunoglobulin kappa variable 1-17 ,0,tube PL
10186,Complement C1q subcomponent subunit C ,0,tube PL
10187,Galectin-3-binding protein ,0,tube PL
10188,Immunoglobulin kappa variable 2D-30 ,0,tube PL
10189,Immunoglobulin kappa variable 2D-29 ,0,tube PL
10190,Immunoglobulin kappa variable 2-29 ,0,tube PL
10191,Immunoglobulin kappa variable 1D-33 ,1,tube PL
10192,Immunoglobulin kappa variable 1-33 ,1,tube PL
10193,Immunoglobulin kappa variable 1D-8 ,0,tube PL
10194,Coagulation factor XIII B chain ,0,tube PL
10195,Immunoglobulin kappa variable 1-5 ,0,tube PL
10196,Immunoglobulin kappa variable 2-30 ,0,tube PL
10197,Immunoglobulin kappa variable 1-13 ,0,tube PL
10198,Immunoglobulin kappa variable 1D-13 ,0,tube PL
10199,Complement C1s subcomponent ,0,tube PL
10200,Complement C1q subcomponent subunit A ,0,tube PL
10201,Immunoglobulin heavy variable 3-20 ,0,tube PL
10202,Immunoglobulin lambda-like polypeptide 1 ,0,tube PL
10203,Alpha-1-acid glycoprotein 1 ,0,tube PL
10204,Complement component C7 ,0,tube PL
10205,Immunoglobulin kappa variable 2-40 ,0,tube PL
10206,Immunoglobulin kappa variable 2D-40 ,0,tube PL
10207,Complement C1r subcomponent-like protein ,0,tube PL
10208,Fibulin-1 ,0,tube PL
10209,Protein AMBP ,0,tube PL
10210,Zinc-alpha-2-glycoprotein ,0,tube PL
10211,Immunoglobulin heavy variable 3-74 ,0,tube PL
10212,Ficolin-3 ,0,tube PL
10213,Probable non-functional immunoglobulin kappa variable 3-7 ,0,tube PL
10214,Immunoglobulin heavy variable 3-43D ,0,tube PL
10215,C3/C5 convertase ,0,tube PL
10216,Complement C2 ,0,tube PL
10217,Complement factor H-related protein 2 ,0,tube PL
10218,Corticosteroid-binding globulin ,0,tube PL
10219,Immunoglobulin heavy variable 3-30-3 ,0,tube PL
10220,Serum paraoxonase/arylesterase 1 ,0,tube PL
10221,Immunoglobulin heavy variable 3-33 ,0,tube PL
10222,Immunoglobulin heavy variable 3-21 ,0,tube PL
10223,Lumican ,0,tube PL
10224,Coagulation factor XII ,0,tube PL
10225,Immunoglobulin heavy variable 3-72 ,1,tube PL
10226,Thyroxine-binding globulin ,0,tube PL
10227,Inter-alpha-trypsin inhibitor heavy chain H2 ,0,tube PL
10228,Complement factor I ,0,tube PL
10229,Alpha-2-antiplasmin ,0,tube PL
10230,Plasma protease C1 inhibitor ,0,tube PL
10231,Vitamin K-dependent protein S ,0,tube PL
10232,Collagen alpha-1(XII) chain ,0,tube PL
10233,Immunoglobulin lambda constant 7 ,0,tube PL
10234,ITIH4 protein ,0,tube PL
10235,Alpha-1-antichymotrypsin ,0,tube PL
10236,Hemopexin ,0,tube PL
10237,Complement C4-B ,0,tube PL
10238,Inter-alpha-trypsin inhibitor heavy chain H4 ,0,tube PL
10239,Alpha-1-antitrypsin ,0,tube PL
10240,Immunoglobulin heavy constant gamma 1 ,0,tube PL
10241,Thrombospondin-1 ,1,tube PL
10242,Apolipoprotein F ,1,tube PL
10243,Immunoglobulin heavy variable 1-3 ,1,tube PL
10244,Apolipoprotein A-I ,1,tube PL
10245,Apolipoprotein B-100 ,0,tube PL
10246,Plasma serine protease inhibitor ,0,tube PL
10247,Immunoglobulin J chain ,1,tube PL
10248,Apolipoprotein L1 ,1,tube PL
10249,Phosphatidylcholine-sterol acyltransferase ,0,tube PL
10250,Protein Z-dependent protease inhibitor ,1,tube PL
10251,Complement component C9 ,0,tube PL
10252,Immunoglobulin heavy variable 3-7 ,1,tube PL
10253,CD5 antigen-like ,0,tube PL
10254,Immunoglobulin lambda variable 3-10 ,1,tube PL
10255,Probable non-functional immunoglobulinn kappa variable 1D-37 ,1,tube PL
10256,Probable non-functional immunoglobulinn kappa variable 1-37 ,1,tube PL
10257,Fetuin-B ,0,tube PL
10258,Immunoglobulin heavy variable 1-8 ,1,tube PL
10259,Carboxypeptidase B2 ,1,tube PL
10260,Phospholipid transfer protein ,0,tube PL
10261,Immunoglobulin kappa variable 3-20 ,1,tube PL
10262,Immunoglobulin heavy variable 1-46 ,1,tube PL
10263,Haptoglobin ,1,tube PL
10264,Immunoglobulin heavy variable 1-2 ,1,tube PL
10265,Immunoglobulin heavy variable 1-69D ,1,tube PL
10266,Immunoglobulin kappa variable 1-6 ,0,tube PL
10267,Gelsolin ,0,tube PL
10268,Serum amyloid P-component ,1,tube PL
10269,Immunoglobulin heavy variable 3-49 ,1,tube PL
10270,Immunoglobulin kappa variable 3-11 ,1,tube PL
10271,Complement subcomponent C1r ,0,tube PL
10272,Lipopolysaccharide-binding protein ,0,tube PL
10273,Immunoglobulin lambda variable 3-27 ,1,tube PL
10274,Immunoglobulin heavy variable 1-69-2 ,1,tube PL
10275,Immunoglobulin heavy variable 1-18 ,1,tube PL
10276,Beta-2-glycoprotein 1 ,0,tube PL
